Station_ID,Observed_DateTime,Observed_Height,Tide,Predicted_DateTime,Predicted_Height
TW02,08/07/2022 06:10,2.41,LW,08/07/2022 06:28,2.27
TW02,08/07/2022 11:59,5.99,HW,08/07/2022 12:04,6.05
TW02,08/07/2022 19:25,1.74,LW,08/07/2022 19:10,1.77
TW02,09/07/2022 01:19,6.06,HW,09/07/2022 01:09,5.74
TW02,09/07/2022 07:24,2.56,LW,09/07/2022 07:27,2.25
TW02,09/07/2022 13:17,6.19,HW,09/07/2022 13:14,6.1
TW02,09/07/2022 20:17,1.87,LW,09/07/2022 20:25,1.73
TW02,10/07/2022 02:29,6.06,HW,10/07/2022 02:17,5.92
TW02,10/07/2022 08:33,2.16,LW,10/07/2022 08:52,2.09
TW02,10/07/2022 14:27,6.34,HW,10/07/2022 14:28,6.27
TW02,10/07/2022 21:32,1.67,LW,10/07/2022 21:44,1.61
TW02,11/07/2022 03:21,6.46,HW,11/07/2022 03:20,6.23
TW02,11/07/2022 09:46,1.94,LW,11/07/2022 10:16,1.8
TW02,11/07/2022 15:41,6.62,HW,11/07/2022 15:37,6.55
TW02,11/07/2022 22:32,1.4,LW,11/07/2022 23:00,1.43
TW02,12/07/2022 04:22,6.71,HW,12/07/2022 04:17,6.61
TW02,12/07/2022 10:38,1.65,LW,12/07/2022 11:33,1.43
TW02,12/07/2022 16:42,7.18,HW,12/07/2022 16:42,6.85
TW02,12/07/2022 23:30,1.52,LW,13/07/2022 00:08,1.23
TW02,13/07/2022 05:09,7.24,HW,13/07/2022 05:10,6.98
TW02,13/07/2022 12:01,1.48,LW,13/07/2022 12:45,1.05
TW02,13/07/2022 17:41,7.46,HW,13/07/2022 17:44,7.14
TW02,14/07/2022 00:28,1.31,LW,14/07/2022 01:13,1.06
TW02,14/07/2022 06:02,7.54,HW,14/07/2022 06:01,7.3
TW02,14/07/2022 13:01,1.02,LW,14/07/2022 13:52,0.71
TW02,14/07/2022 18:38,7.55,HW,14/07/2022 18:42,7.35
TW02,15/07/2022 01:16,1.15,LW,15/07/2022 02:13,0.95
TW02,15/07/2022 06:52,7.56,HW,15/07/2022 06:50,7.54
TW02,15/07/2022 14:07,0.68,LW,15/07/2022 14:45,0.45
TW02,15/07/2022 19:34,7.66,HW,15/07/2022 19:36,7.44
TW02,16/07/2022 01:55,1.27,LW,16/07/2022 02:56,0.92
TW02,16/07/2022 07:37,7.76,HW,16/07/2022 07:36,7.65
TW02,16/07/2022 15:13,0.62,LW,16/07/2022 15:26,0.34
TW02,16/07/2022 20:34,7.35,HW,16/07/2022 20:25,7.37
TW02,17/07/2022 02:41,1.08,LW,17/07/2022 03:33,1
TW02,17/07/2022 08:24,7.66,HW,17/07/2022 08:20,7.63
TW02,17/07/2022 15:55,0.67,LW,17/07/2022 16:04,0.4
TW02,17/07/2022 21:18,7.11,HW,17/07/2022 21:11,7.15
TW02,18/07/2022 03:18,1.24,LW,18/07/2022 04:09,1.19
TW02,18/07/2022 09:09,7.54,HW,18/07/2022 09:04,7.45
TW02,18/07/2022 16:13,0.91,LW,18/07/2022 16:42,0.63
TW02,18/07/2022 22:09,6.84,HW,18/07/2022 21:59,6.8
TW02,19/07/2022 04:06,1.48,LW,19/07/2022 04:43,1.47
TW02,19/07/2022 09:49,7.28,HW,19/07/2022 09:51,7.13
TW02,19/07/2022 17:17,1.24,LW,19/07/2022 17:19,0.98
TW02,19/07/2022 22:48,6.45,HW,19/07/2022 22:46,6.38
TW02,20/07/2022 04:46,1.93,LW,20/07/2022 05:19,1.8
TW02,20/07/2022 10:35,7.02,HW,20/07/2022 10:40,6.71
TW02,20/07/2022 17:47,1.83,LW,20/07/2022 17:56,1.4
TW02,20/07/2022 23:40,6.13,HW,20/07/2022 23:36,5.97
TW02,21/07/2022 05:51,2.36,LW,21/07/2022 05:57,2.13
TW02,21/07/2022 11:33,6.57,HW,21/07/2022 11:35,6.28
TW02,21/07/2022 18:44,1.98,LW,21/07/2022 18:36,1.8
TW02,22/07/2022 00:40,5.67,HW,22/07/2022 00:29,5.65
TW02,22/07/2022 06:30,2.49,LW,22/07/2022 06:42,2.39
TW02,22/07/2022 12:35,6.03,HW,22/07/2022 12:36,5.9
TW02,22/07/2022 19:32,2.27,LW,22/07/2022 19:24,2.12
TW02,23/07/2022 01:39,5.59,HW,23/07/2022 01:27,5.49
TW02,23/07/2022 07:47,2.52,LW,23/07/2022 07:47,2.53
TW02,23/07/2022 13:49,5.81,HW,23/07/2022 13:43,5.68
TW02,23/07/2022 20:31,2.33,LW,23/07/2022 20:39,2.29
TW02,24/07/2022 02:53,5.51,HW,24/07/2022 02:28,5.54
TW02,24/07/2022 09:01,2.31,LW,24/07/2022 09:20,2.44
TW02,24/07/2022 15:09,5.93,HW,24/07/2022 14:51,5.66
TW02,24/07/2022 21:37,2.41,LW,24/07/2022 21:52,2.27
TW02,25/07/2022 03:47,5.97,HW,25/07/2022 03:26,5.78
TW02,25/07/2022 10:10,2.4,LW,25/07/2022 10:37,2.18
TW02,25/07/2022 16:09,6.19,HW,25/07/2022 15:52,5.81
TW02,25/07/2022 22:15,2.75,LW,25/07/2022 22:57,2.13
TW02,26/07/2022 04:35,6.47,HW,26/07/2022 04:17,6.11
TW02,26/07/2022 11:11,2.29,LW,26/07/2022 11:40,1.88
TW02,26/07/2022 17:08,6.24,HW,26/07/2022 16:46,6.03
TW02,26/07/2022 23:10,2.14,LW,26/07/2022 23:53,1.94
TW02,27/07/2022 05:13,6.5,HW,27/07/2022 05:01,6.43
TW02,27/07/2022 12:08,1.79,LW,27/07/2022 12:34,1.6
TW02,27/07/2022 17:42,6.4,HW,27/07/2022 17:32,6.24
TW02,28/07/2022 00:01,1.92,LW,28/07/2022 00:45,1.77
TW02,28/07/2022 05:55,6.75,HW,28/07/2022 05:40,6.69
TW02,28/07/2022 12:55,1.64,LW,28/07/2022 13:26,1.39
TW02,28/07/2022 18:27,6.58,HW,28/07/2022 18:11,6.41
TW02,29/07/2022 00:43,1.8,LW,29/07/2022 01:33,1.64
TW02,29/07/2022 06:24,6.95,HW,29/07/2022 06:17,6.86
TW02,29/07/2022 13:36,1.47,LW,29/07/2022 14:13,1.25
TW02,29/07/2022 19:01,6.71,HW,29/07/2022 18:49,6.54
TW02,30/07/2022 01:18,1.56,LW,30/07/2022 02:17,1.56
TW02,30/07/2022 06:57,6.95,HW,30/07/2022 06:54,6.96
TW02,30/07/2022 13:59,1.2,LW,30/07/2022 14:48,1.17
TW02,30/07/2022 19:34,6.89,HW,30/07/2022 19:24,6.62
TW02,31/07/2022 01:43,1.72,LW,31/07/2022 02:47,1.53
TW02,31/07/2022 07:23,7.28,HW,31/07/2022 07:28,6.99
TW02,31/07/2022 14:27,1.56,LW,31/07/2022 15:17,1.15
TW02,31/07/2022 20:05,7.02,HW,31/07/2022 19:58,6.65
TW02,01/08/2022 02:21,1.68,LW,01/08/2022 03:13,1.53
TW02,01/08/2022 08:04,7.14,HW,01/08/2022 08:00,6.97
TW02,01/08/2022 15:13,1.25,LW,01/08/2022 15:43,1.17
TW02,01/08/2022 20:43,6.77,HW,01/08/2022 20:33,6.61
TW02,02/08/2022 02:57,1.38,LW,02/08/2022 03:37,1.56
TW02,02/08/2022 08:37,6.87,HW,02/08/2022 08:32,6.92
TW02,02/08/2022 15:39,1.28,LW,02/08/2022 16:08,1.24
TW02,02/08/2022 21:07,6.87,HW,02/08/2022 21:06,6.51
TW02,03/08/2022 03:25,1.87,LW,03/08/2022 04:03,1.62
TW02,03/08/2022 09:09,7.13,HW,03/08/2022 09:03,6.84
TW02,03/08/2022 16:03,1.59,LW,03/08/2022 16:34,1.34
TW02,03/08/2022 21:48,6.77,HW,03/08/2022 21:41,6.35
TW02,04/08/2022 03:53,1.96,LW,04/08/2022 04:33,1.74
TW02,04/08/2022 09:45,6.81,HW,04/08/2022 09:41,6.7
TW02,04/08/2022 16:45,1.7,LW,04/08/2022 17:04,1.5
TW02,04/08/2022 22:32,6.4,HW,04/08/2022 22:21,6.12
TW02,05/08/2022 04:35,2.2,LW,05/08/2022 05:08,1.93
TW02,05/08/2022 10:30,6.55,HW,05/08/2022 10:27,6.46
TW02,05/08/2022 17:31,1.83,LW,05/08/2022 17:43,1.72
TW02,05/08/2022 23:17,6.12,HW,05/08/2022 23:12,5.86
TW02,06/08/2022 05:29,2.33,LW,06/08/2022 05:53,2.15
TW02,06/08/2022 11:25,6.16,HW,06/08/2022 11:24,6.17
TW02,06/08/2022 18:28,1.86,LW,06/08/2022 18:34,1.96
TW02,07/08/2022 00:32,5.86,HW,07/08/2022 00:19,5.65
TW02,07/08/2022 06:29,2.42,LW,07/08/2022 06:53,2.32
TW02,07/08/2022 12:45,6.09,HW,07/08/2022 12:38,5.93
TW02,07/08/2022 19:35,2.17,LW,07/08/2022 19:45,2.1
TW02,08/08/2022 01:43,5.95,HW,08/08/2022 01:42,5.66
TW02,08/08/2022 07:59,2.42,LW,08/08/2022 08:20,2.29
TW02,08/08/2022 14:05,6.12,HW,08/08/2022 14:11,5.93
TW02,08/08/2022 20:50,2.01,LW,08/08/2022 21:19,2.04
TW02,09/08/2022 03:04,6.15,HW,09/08/2022 02:59,5.96
TW02,09/08/2022 09:33,2.07,LW,09/08/2022 10:01,1.98
TW02,09/08/2022 15:38,6.33,HW,09/08/2022 15:36,6.24
TW02,09/08/2022 22:02,1.86,LW,09/08/2022 22:44,1.8
TW02,10/08/2022 04:04,6.7,HW,10/08/2022 04:05,6.44
TW02,10/08/2022 11:00,1.71,LW,10/08/2022 11:27,1.5
TW02,10/08/2022 16:43,6.84,HW,10/08/2022 16:46,6.69
TW02,10/08/2022 23:19,1.67,LW,10/08/2022 23:57,1.48
TW02,11/08/2022 04:59,7.18,HW,11/08/2022 05:00,6.95
TW02,11/08/2022 12:17,1.18,LW,11/08/2022 12:40,0.99
TW02,11/08/2022 17:46,7.26,HW,11/08/2022 17:47,7.12
TW02,12/08/2022 00:15,1.37,LW,12/08/2022 01:01,1.19
TW02,12/08/2022 05:52,7.56,HW,12/08/2022 05:50,7.39
TW02,12/08/2022 13:19,0.85,LW,12/08/2022 13:44,0.56
TW02,12/08/2022 18:35,7.55,HW,12/08/2022 18:40,7.42
TW02,13/08/2022 00:59,1.18,LW,13/08/2022 01:59,0.97
TW02,13/08/2022 06:38,7.86,HW,13/08/2022 06:38,7.72
TW02,13/08/2022 14:16,0.63,LW,13/08/2022 14:36,0.28
TW02,13/08/2022 19:26,7.67,HW,13/08/2022 19:27,7.56
TW02,14/08/2022 01:45,1.1,LW,14/08/2022 02:45,0.85
TW02,14/08/2022 07:24,8.04,HW,14/08/2022 07:21,7.9
TW02,14/08/2022 15:01,0.59,LW,14/08/2022 15:13,0.18
TW02,14/08/2022 20:12,7.61,HW,14/08/2022 20:09,7.51
TW02,15/08/2022 02:20,1.14,LW,15/08/2022 03:18,0.87
TW02,15/08/2022 07:59,8.13,HW,15/08/2022 08:02,7.9
TW02,15/08/2022 15:36,0.82,LW,15/08/2022 15:48,0.3
TW02,15/08/2022 20:52,7.46,HW,15/08/2022 20:47,7.29
TW02,16/08/2022 03:00,1.31,LW,16/08/2022 03:50,1.03
TW02,16/08/2022 08:41,7.91,HW,16/08/2022 08:42,7.72
TW02,16/08/2022 16:13,1.08,LW,16/08/2022 16:19,0.62
TW02,16/08/2022 21:26,7.26,HW,16/08/2022 21:23,6.94
TW02,17/08/2022 03:32,1.86,LW,17/08/2022 04:19,1.3
TW02,17/08/2022 09:13,7.59,HW,17/08/2022 09:21,7.35
TW02,17/08/2022 16:49,1.48,LW,17/08/2022 16:48,1.07
TW02,17/08/2022 22:07,6.54,HW,17/08/2022 22:00,6.49
TW02,18/08/2022 04:22,1.69,LW,18/08/2022 04:47,1.65
TW02,18/08/2022 10:01,6.87,HW,18/08/2022 10:02,6.84
TW02,18/08/2022 16:54,1.64,LW,18/08/2022 17:15,1.57
TW02,18/08/2022 22:36,6.1,HW,18/08/2022 22:38,6.02
TW02,19/08/2022 04:44,2.21,LW,19/08/2022 05:16,2.04
TW02,19/08/2022 10:42,6.52,HW,19/08/2022 10:48,6.24
TW02,19/08/2022 17:35,2.33,LW,19/08/2022 17:45,2.07
TW02,19/08/2022 23:12,5.78,HW,19/08/2022 23:25,5.58
TW02,20/08/2022 05:39,2.56,LW,20/08/2022 05:53,2.42
TW02,20/08/2022 11:47,5.62,HW,20/08/2022 11:47,5.66
TW02,20/08/2022 18:00,2.58,LW,20/08/2022 18:25,2.5
TW02,21/08/2022 00:42,5.55,HW,21/08/2022 00:28,5.27
TW02,21/08/2022 07:14,3.01,LW,21/08/2022 06:44,2.7
TW02,21/08/2022 13:13,5.56,HW,21/08/2022 13:01,5.28
TW02,21/08/2022 19:35,3.1,LW,21/08/2022 19:22,2.76
TW02,22/08/2022 02:10,5.51,HW,22/08/2022 01:42,5.24
TW02,22/08/2022 08:26,2.79,LW,22/08/2022 08:21,2.76
TW02,22/08/2022 15:13,5.4,HW,22/08/2022 14:22,5.25
TW02,22/08/2022 20:51,2.74,LW,22/08/2022 21:11,2.73
TW02,23/08/2022 03:25,5.57,HW,23/08/2022 02:53,5.51
TW02,23/08/2022 09:50,2.44,LW,23/08/2022 10:17,2.43
TW02,23/08/2022 15:57,5.77,HW,23/08/2022 15:34,5.53
TW02,23/08/2022 22:23,2.61,LW,23/08/2022 22:34,2.45
TW02,24/08/2022 04:09,6.02,HW,24/08/2022 03:51,5.95
TW02,24/08/2022 11:03,2.03,LW,24/08/2022 11:21,2
TW02,24/08/2022 16:53,6,HW,24/08/2022 16:30,5.92
TW02,24/08/2022 22:49,2.25,LW,24/08/2022 23:33,2.12
TW02,25/08/2022 04:49,6.56,HW,25/08/2022 04:38,6.38
TW02,25/08/2022 11:38,2.06,LW,25/08/2022 12:14,1.61
TW02,25/08/2022 17:22,6.51,HW,25/08/2022 17:13,6.28
TW02,25/08/2022 23:35,2.21,LW,26/08/2022 00:25,1.82
TW02,26/08/2022 05:29,6.97,HW,26/08/2022 05:18,6.74
TW02,26/08/2022 12:42,1.55,LW,26/08/2022 13:04,1.3
TW02,26/08/2022 18:03,6.73,HW,26/08/2022 17:51,6.57
TW02,27/08/2022 00:25,1.74,LW,27/08/2022 01:13,1.6
TW02,27/08/2022 06:04,7.12,HW,27/08/2022 05:54,6.99
TW02,27/08/2022 13:15,1.3,LW,27/08/2022 13:51,1.08
TW02,27/08/2022 18:35,6.97,HW,27/08/2022 18:26,6.78
TW02,28/08/2022 01:00,1.52,LW,28/08/2022 01:55,1.46
TW02,28/08/2022 06:42,7.26,HW,28/08/2022 06:31,7.15
TW02,28/08/2022 13:48,1.13,LW,28/08/2022 14:32,0.96
TW02,28/08/2022 19:09,7.17,HW,28/08/2022 19:01,6.91
TW02,29/08/2022 01:26,1.4,LW,29/08/2022 02:32,1.38
TW02,29/08/2022 07:10,7.45,HW,29/08/2022 07:05,7.26
TW02,29/08/2022 14:24,1.04,LW,29/08/2022 14:59,0.92
TW02,29/08/2022 19:43,7.22,HW,29/08/2022 19:35,6.98
TW02,30/08/2022 02:00,1.39,LW,30/08/2022 02:56,1.34
TW02,30/08/2022 07:36,7.52,HW,30/08/2022 07:37,7.31
TW02,30/08/2022 14:57,1.11,LW,30/08/2022 15:24,0.95
TW02,30/08/2022 20:11,7.21,HW,30/08/2022 20:06,6.98
TW02,31/08/2022 02:32,1.39,LW,31/08/2022 03:20,1.34
TW02,31/08/2022 08:10,7.49,HW,31/08/2022 08:07,7.31
TW02,31/08/2022 15:29,1.06,LW,31/08/2022 15:47,1.04
TW02,31/08/2022 20:47,7.14,HW,31/08/2022 20:37,6.88
TW02,01/09/2022 03:08,1.43,LW,01/09/2022 03:45,1.39
TW02,01/09/2022 08:49,7.3,HW,01/09/2022 08:39,7.22
TW02,01/09/2022 16:01,1.25,LW,01/09/2022 16:10,1.21
TW02,01/09/2022 21:19,6.91,HW,01/09/2022 21:08,6.68
TW02,02/09/2022 03:33,1.57,LW,02/09/2022 04:12,1.53
TW02,02/09/2022 09:20,7.05,HW,02/09/2022 09:15,6.98
TW02,02/09/2022 16:23,1.52,LW,02/09/2022 16:36,1.47
TW02,02/09/2022 21:59,6.67,HW,02/09/2022 21:46,6.36
TW02,03/09/2022 04:05,1.82,LW,03/09/2022 04:44,1.79
TW02,03/09/2022 09:54,6.66,HW,03/09/2022 10:01,6.57
TW02,03/09/2022 16:48,1.78,LW,03/09/2022 17:11,1.85
TW02,03/09/2022 22:41,6.22,HW,03/09/2022 22:34,5.94
TW02,04/09/2022 04:54,2.1,LW,04/09/2022 05:27,2.13
TW02,04/09/2022 10:58,6.14,HW,04/09/2022 11:00,6.03
TW02,04/09/2022 17:45,2.1,LW,04/09/2022 18:04,2.27
TW02,04/09/2022 23:38,5.75,HW,04/09/2022 23:42,5.55
TW02,05/09/2022 06:01,2.41,LW,05/09/2022 06:32,2.43
TW02,05/09/2022 12:24,5.76,HW,05/09/2022 12:25,5.6
TW02,05/09/2022 18:56,2.39,LW,05/09/2022 19:20,2.52
TW02,06/09/2022 01:04,5.78,HW,06/09/2022 01:18,5.46
TW02,06/09/2022 07:51,2.51,LW,06/09/2022 08:10,2.4
TW02,06/09/2022 14:18,5.92,HW,06/09/2022 14:18,5.66
TW02,06/09/2022 20:47,2.45,LW,06/09/2022 21:11,2.4
TW02,07/09/2022 02:48,6.03,HW,07/09/2022 02:47,5.85
TW02,07/09/2022 09:31,2.05,LW,07/09/2022 10:03,1.97
TW02,07/09/2022 15:43,6.4,HW,07/09/2022 15:44,6.18
TW02,07/09/2022 22:04,2.1,LW,07/09/2022 22:38,2.01
TW02,08/09/2022 03:58,6.55,HW,08/09/2022 03:53,6.46
TW02,08/09/2022 10:47,1.62,LW,08/09/2022 11:24,1.36
TW02,08/09/2022 16:43,6.95,HW,08/09/2022 16:47,6.78
TW02,08/09/2022 23:10,1.8,LW,08/09/2022 23:46,1.57
TW02,09/09/2022 04:47,7.13,HW,09/09/2022 04:47,7.06
TW02,09/09/2022 12:10,1.17,LW,09/09/2022 12:29,0.81
TW02,09/09/2022 17:39,7.42,HW,09/09/2022 17:40,7.25
TW02,09/09/2022 23:55,1.58,LW,10/09/2022 00:45,1.2
TW02,10/09/2022 05:28,7.76,HW,10/09/2022 05:33,7.54
TW02,10/09/2022 13:06,0.93,LW,10/09/2022 13:26,0.43
TW02,10/09/2022 18:21,7.56,HW,10/09/2022 18:24,7.52
TW02,11/09/2022 00:44,1.16,LW,11/09/2022 01:38,0.94
TW02,11/09/2022 06:18,7.91,HW,11/09/2022 06:17,7.86
TW02,11/09/2022 13:58,0.38,LW,11/09/2022 14:19,0.24
TW02,11/09/2022 19:05,7.55,HW,11/09/2022 19:05,7.6
TW02,12/09/2022 01:24,0.9,LW,12/09/2022 02:27,0.82
TW02,12/09/2022 06:58,7.92,HW,12/09/2022 06:58,8
TW02,12/09/2022 14:39,0.61,LW,12/09/2022 14:54,0.25
TW02,12/09/2022 19:42,7.68,HW,12/09/2022 19:41,7.52
TW02,13/09/2022 01:58,1.39,LW,13/09/2022 02:59,0.83
TW02,13/09/2022 07:35,8.26,HW,13/09/2022 07:37,7.96
TW02,13/09/2022 15:03,1.06,LW,13/09/2022 15:23,0.46
TW02,13/09/2022 20:08,7.5,HW,13/09/2022 20:13,7.31
TW02,14/09/2022 02:33,1.22,LW,14/09/2022 03:26,0.98
TW02,14/09/2022 08:08,7.86,HW,14/09/2022 08:13,7.73
TW02,14/09/2022 15:15,1.29,LW,14/09/2022 15:49,0.82
TW02,14/09/2022 20:43,7.34,HW,14/09/2022 20:43,6.99
TW02,15/09/2022 03:06,1.73,LW,15/09/2022 03:52,1.24
TW02,15/09/2022 08:41,7.66,HW,15/09/2022 08:49,7.33
TW02,15/09/2022 15:46,1.84,LW,15/09/2022 16:12,1.26
TW02,15/09/2022 21:14,7,HW,15/09/2022 21:10,6.6
TW02,16/09/2022 03:34,2.25,LW,16/09/2022 04:15,1.58
TW02,16/09/2022 09:18,7.31,HW,16/09/2022 09:23,6.77
TW02,16/09/2022 16:07,2.63,LW,16/09/2022 16:34,1.74
TW02,16/09/2022 21:43,6.68,HW,16/09/2022 21:39,6.16
TW02,17/09/2022 04:20,2.6,LW,17/09/2022 04:41,1.96
TW02,17/09/2022 09:49,6.41,HW,17/09/2022 10:02,6.12
TW02,17/09/2022 16:24,2.7,LW,17/09/2022 17:00,2.22
TW02,17/09/2022 22:08,5.93,HW,17/09/2022 22:15,5.68
TW02,18/09/2022 05:03,2.75,LW,18/09/2022 05:15,2.38
TW02,18/09/2022 10:50,5.84,HW,18/09/2022 10:55,5.46
TW02,18/09/2022 17:16,3.26,LW,18/09/2022 17:38,2.69
TW02,18/09/2022 23:09,5.57,HW,18/09/2022 23:16,5.23
TW02,19/09/2022 05:56,3.02,LW,19/09/2022 06:05,2.75
TW02,19/09/2022 12:23,5.24,HW,19/09/2022 12:23,5
TW02,19/09/2022 18:22,3.3,LW,19/09/2022 18:36,3.04
TW02,20/09/2022 01:20,5.23,HW,20/09/2022 00:57,5.06
TW02,20/09/2022 07:43,2.97,LW,20/09/2022 07:17,2.88
TW02,20/09/2022 13:58,5.16,HW,20/09/2022 13:56,5.01
TW02,20/09/2022 20:19,3.18,LW,20/09/2022 20:19,3.05
TW02,21/09/2022 02:43,5.47,HW,21/09/2022 02:20,5.32
TW02,21/09/2022 09:30,2.53,LW,21/09/2022 09:50,2.54
TW02,21/09/2022 15:40,5.58,HW,21/09/2022 15:09,5.4
TW02,21/09/2022 21:44,2.75,LW,21/09/2022 22:08,2.67
TW02,22/09/2022 03:40,5.85,HW,22/09/2022 03:22,5.82
TW02,22/09/2022 10:31,2.04,LW,22/09/2022 10:51,2.03
TW02,22/09/2022 16:23,6.06,HW,22/09/2022 16:05,5.91
TW02,22/09/2022 22:32,2.44,LW,22/09/2022 23:07,2.23
TW02,23/09/2022 04:27,6.53,HW,23/09/2022 04:09,6.32
TW02,23/09/2022 11:10,1.91,LW,23/09/2022 11:42,1.58
TW02,23/09/2022 16:56,6.57,HW,23/09/2022 16:47,6.37
TW02,23/09/2022 23:08,2.12,LW,23/09/2022 23:56,1.85
TW02,24/09/2022 05:01,6.92,HW,24/09/2022 04:48,6.74
TW02,24/09/2022 11:54,1.58,LW,24/09/2022 12:29,1.22
TW02,24/09/2022 17:35,7.04,HW,24/09/2022 17:23,6.73
TW02,24/09/2022 23:46,1.83,LW,25/09/2022 00:41,1.58
TW02,25/09/2022 05:28,7.15,HW,25/09/2022 05:24,7.05
TW02,25/09/2022 12:38,1.07,LW,25/09/2022 13:15,0.98
TW02,25/09/2022 18:03,7.1,HW,25/09/2022 17:57,6.98
TW02,26/09/2022 00:34,1.26,LW,26/09/2022 01:24,1.39
TW02,26/09/2022 06:11,7.67,HW,26/09/2022 06:00,7.28
TW02,26/09/2022 13:01,1.79,LW,26/09/2022 13:59,0.84
TW02,26/09/2022 18:28,7.81,HW,26/09/2022 18:32,7.15
TW02,27/09/2022 01:11,1.82,LW,27/09/2022 02:03,1.26
TW02,27/09/2022 06:28,7.63,HW,27/09/2022 06:35,7.45
TW02,27/09/2022 13:44,1.13,LW,27/09/2022 14:35,0.79
TW02,27/09/2022 19:06,7.6,HW,27/09/2022 19:05,7.24
TW02,28/09/2022 01:38,1.34,LW,28/09/2022 02:36,1.18
TW02,28/09/2022 07:05,7.76,HW,28/09/2022 07:09,7.55
TW02,28/09/2022 14:29,1.11,LW,28/09/2022 15:00,0.83
TW02,28/09/2022 19:36,7.67,HW,28/09/2022 19:36,7.24
TW02,29/09/2022 02:07,1.39,LW,29/09/2022 03:01,1.15
TW02,29/09/2022 07:38,7.72,HW,29/09/2022 07:42,7.55
TW02,29/09/2022 14:48,1.12,LW,29/09/2022 15:24,0.96
TW02,29/09/2022 20:11,7.41,HW,29/09/2022 20:07,7.14
TW02,30/09/2022 02:34,1.25,LW,30/09/2022 03:28,1.22
TW02,30/09/2022 08:21,7.3,HW,30/09/2022 08:17,7.39
TW02,30/09/2022 15:35,0.56,LW,30/09/2022 15:48,1.2
TW02,30/09/2022 21:25,6.3,HW,30/09/2022 20:40,6.89
TW02,01/10/2022 03:07,1.69,LW,01/10/2022 03:56,1.41
TW02,01/10/2022 08:35,7.54,HW,01/10/2022 08:57,7.02
TW02,01/10/2022 16:02,1.76,LW,01/10/2022 16:16,1.56
TW02,01/10/2022 21:36,6.88,HW,01/10/2022 21:18,6.5
TW02,02/10/2022 03:41,2.01,LW,02/10/2022 04:29,1.73
TW02,02/10/2022 09:46,6.86,HW,02/10/2022 09:45,6.44
TW02,02/10/2022 16:19,2.14,LW,02/10/2022 16:52,2.05
TW02,02/10/2022 22:14,6.34,HW,02/10/2022 22:07,5.98
TW02,03/10/2022 04:42,2.13,LW,03/10/2022 05:16,2.13
TW02,03/10/2022 10:52,6.01,HW,03/10/2022 10:52,5.77
TW02,03/10/2022 17:15,2.39,LW,03/10/2022 17:48,2.56
TW02,03/10/2022 23:35,5.6,HW,03/10/2022 23:20,5.51
TW02,04/10/2022 06:03,2.09,LW,04/10/2022 06:29,2.42
TW02,04/10/2022 12:52,5.72,HW,04/10/2022 12:39,5.4
TW02,04/10/2022 19:03,3.13,LW,04/10/2022 19:13,2.79
TW02,05/10/2022 00:59,5.94,HW,05/10/2022 01:05,5.46
TW02,05/10/2022 08:07,2.18,LW,05/10/2022 08:14,2.28
TW02,05/10/2022 14:43,6.41,HW,05/10/2022 14:25,5.7
TW02,05/10/2022 20:25,2.78,LW,05/10/2022 21:02,2.55
TW02,06/10/2022 02:46,6.35,HW,06/10/2022 02:32,5.92
