Station_ID,Observed_DateTime,Observed_Height,Tide,Predicted_DateTime,Predicted_Height
TW02,27/07/2021 02:19,1.37,LW,27/07/2021 03:16,1.12
TW02,27/07/2021 07:57,7.83,HW,27/07/2021 07:59,7.5
TW02,27/07/2021 15:14,1.08,LW,27/07/2021 15:45,0.62
TW02,27/07/2021 20:47,7.22,HW,27/07/2021 20:47,6.98
TW02,28/07/2021 02:58,1.56,LW,28/07/2021 03:47,1.28
TW02,28/07/2021 08:37,7.6,HW,28/07/2021 08:39,7.34
TW02,28/07/2021 15:57,1.15,LW,28/07/2021 16:17,0.85
TW02,28/07/2021 21:18,6.76,HW,28/07/2021 21:24,6.67
TW02,29/07/2021 03:27,1.53,LW,29/07/2021 04:16,1.52
TW02,29/07/2021 09:23,7.24,HW,29/07/2021 09:17,7.05
TW02,29/07/2021 16:25,1.51,LW,29/07/2021 16:47,1.18
TW02,29/07/2021 22:05,6.61,HW,29/07/2021 22:02,6.31
TW02,30/07/2021 04:11,1.97,LW,30/07/2021 04:44,1.79
TW02,30/07/2021 09:58,7.08,HW,30/07/2021 09:56,6.67
TW02,30/07/2021 16:34,1.75,LW,30/07/2021 17:15,1.55
TW02,30/07/2021 22:38,6.37,HW,30/07/2021 22:40,5.93
TW02,31/07/2021 04:50,2.41,LW,31/07/2021 05:14,2.08
TW02,31/07/2021 10:37,6.65,HW,31/07/2021 10:39,6.24
TW02,31/07/2021 17:31,2.31,LW,31/07/2021 17:46,1.9
TW02,31/07/2021 23:35,5.91,HW,31/07/2021 23:24,5.6
TW02,01/08/2021 05:18,2.78,LW,01/08/2021 05:50,2.37
TW02,01/08/2021 11:35,6.28,HW,01/08/2021 11:31,5.82
TW02,01/08/2021 18:22,2.64,LW,01/08/2021 18:23,2.21
TW02,02/08/2021 00:41,5.65,HW,02/08/2021 00:20,5.36
TW02,02/08/2021 06:34,2.92,LW,02/08/2021 06:36,2.59
TW02,02/08/2021 12:40,5.75,HW,02/08/2021 12:35,5.5
TW02,02/08/2021 19:12,2.66,LW,02/08/2021 19:11,2.42
TW02,03/08/2021 01:57,5.45,HW,03/08/2021 01:25,5.31
TW02,03/08/2021 07:46,2.92,LW,03/08/2021 07:38,2.67
TW02,03/08/2021 14:12,5.7,HW,03/08/2021 13:47,5.39
TW02,03/08/2021 20:24,2.73,LW,03/08/2021 20:28,2.46
TW02,04/08/2021 03:05,5.65,HW,04/08/2021 02:32,5.48
TW02,04/08/2021 09:06,2.77,LW,04/08/2021 09:13,2.53
TW02,04/08/2021 15:10,5.81,HW,04/08/2021 14:57,5.53
TW02,04/08/2021 21:35,2.58,LW,04/08/2021 21:51,2.32
TW02,05/08/2021 03:53,5.89,HW,05/08/2021 03:31,5.82
TW02,05/08/2021 10:12,2.38,LW,05/08/2021 10:40,2.21
TW02,05/08/2021 16:13,5.97,HW,05/08/2021 15:55,5.82
TW02,05/08/2021 22:30,2.38,LW,05/08/2021 23:01,2.08
TW02,06/08/2021 04:37,6.37,HW,06/08/2021 04:21,6.21
TW02,06/08/2021 11:08,2.22,LW,06/08/2021 11:43,1.84
TW02,06/08/2021 17:05,6.43,HW,06/08/2021 16:46,6.16
TW02,06/08/2021 23:30,2.18,LW,07/08/2021 00:00,1.83
TW02,07/08/2021 05:14,6.61,HW,07/08/2021 05:03,6.56
TW02,07/08/2021 12:01,1.77,LW,07/08/2021 12:40,1.5
TW02,07/08/2021 17:50,6.65,HW,07/08/2021 17:32,6.47
TW02,08/08/2021 00:04,1.85,LW,08/08/2021 00:53,1.62
TW02,08/08/2021 05:53,6.96,HW,08/08/2021 05:44,6.85
TW02,08/08/2021 12:57,1.44,LW,08/08/2021 13:33,1.22
TW02,08/08/2021 18:20,6.89,HW,08/08/2021 18:14,6.73
TW02,09/08/2021 00:37,1.67,LW,09/08/2021 01:41,1.46
TW02,09/08/2021 06:32,7.28,HW,09/08/2021 06:23,7.08
TW02,09/08/2021 13:15,1.31,LW,09/08/2021 14:23,1
TW02,09/08/2021 19:05,7.28,HW,09/08/2021 18:56,6.92
TW02,10/08/2021 01:18,1.5,LW,10/08/2021 02:26,1.34
TW02,10/08/2021 07:06,7.49,HW,10/08/2021 07:01,7.25
TW02,10/08/2021 14:07,1.21,LW,10/08/2021 14:55,0.85
TW02,10/08/2021 19:38,7.38,HW,10/08/2021 19:35,7.04
TW02,11/08/2021 01:57,1.44,LW,11/08/2021 02:55,1.26
TW02,11/08/2021 07:40,7.55,HW,11/08/2021 07:37,7.37
TW02,11/08/2021 14:59,1,LW,11/08/2021 15:26,0.77
TW02,11/08/2021 20:19,7.24,HW,11/08/2021 20:11,7.07
TW02,12/08/2021 02:31,1.28,LW,12/08/2021 03:25,1.23
TW02,12/08/2021 08:18,7.58,HW,12/08/2021 08:12,7.43
TW02,12/08/2021 15:47,1.01,LW,12/08/2021 15:55,0.79
TW02,12/08/2021 20:57,7.21,HW,12/08/2021 20:48,6.99
TW02,13/08/2021 03:07,1.39,LW,13/08/2021 03:54,1.27
TW02,13/08/2021 08:53,7.46,HW,13/08/2021 08:49,7.38
TW02,13/08/2021 16:08,1.2,LW,13/08/2021 16:25,0.92
TW02,13/08/2021 21:32,7.16,HW,13/08/2021 21:26,6.81
TW02,14/08/2021 03:48,1.61,LW,14/08/2021 04:25,1.41
TW02,14/08/2021 09:41,7.31,HW,14/08/2021 09:29,7.19
TW02,14/08/2021 16:50,1.45,LW,14/08/2021 16:57,1.16
TW02,14/08/2021 22:20,6.91,HW,14/08/2021 22:08,6.5
TW02,15/08/2021 04:27,1.8,LW,15/08/2021 05:00,1.65
TW02,15/08/2021 10:24,6.96,HW,15/08/2021 10:16,6.84
TW02,15/08/2021 17:23,1.71,LW,15/08/2021 17:35,1.5
TW02,15/08/2021 23:07,6.56,HW,15/08/2021 23:00,6.13
TW02,16/08/2021 05:05,2.35,LW,16/08/2021 05:43,1.96
TW02,16/08/2021 11:09,6.97,HW,16/08/2021 11:15,6.38
TW02,16/08/2021 18:33,2.29,LW,16/08/2021 18:24,1.87
TW02,17/08/2021 00:15,6.14,HW,17/08/2021 00:06,5.8
TW02,17/08/2021 06:18,2.33,LW,17/08/2021 06:41,2.24
TW02,17/08/2021 12:56,6.26,HW,17/08/2021 12:31,5.98
TW02,17/08/2021 19:23,2.22,LW,17/08/2021 19:31,2.14
TW02,18/08/2021 01:44,6.16,HW,18/08/2021 01:25,5.68
TW02,18/08/2021 07:58,2.43,LW,18/08/2021 08:10,2.31
TW02,18/08/2021 14:16,6.3,HW,18/08/2021 14:03,5.87
TW02,18/08/2021 20:53,2.45,LW,18/08/2021 21:09,2.16
TW02,19/08/2021 02:58,6.32,HW,19/08/2021 02:43,5.89
TW02,19/08/2021 09:20,2.25,LW,19/08/2021 09:55,2.03
TW02,19/08/2021 15:47,6.54,HW,19/08/2021 15:30,6.12
TW02,19/08/2021 22:03,2.09,LW,19/08/2021 22:34,1.94
TW02,20/08/2021 04:06,6.71,HW,20/08/2021 03:51,6.32
TW02,20/08/2021 10:46,1.83,LW,20/08/2021 11:18,1.56
TW02,20/08/2021 16:44,6.8,HW,20/08/2021 16:42,6.55
TW02,20/08/2021 23:06,1.81,LW,20/08/2021 23:43,1.65
TW02,21/08/2021 04:59,7.02,HW,21/08/2021 04:48,6.8
TW02,21/08/2021 11:56,1.32,LW,21/08/2021 12:26,1.09
TW02,21/08/2021 17:41,7.11,HW,21/08/2021 17:39,6.94
TW02,21/08/2021 23:58,1.64,LW,22/08/2021 00:45,1.37
TW02,22/08/2021 05:39,7.51,HW,22/08/2021 05:36,7.2
TW02,22/08/2021 12:57,1.17,LW,22/08/2021 13:26,0.74
TW02,22/08/2021 18:29,7.39,HW,22/08/2021 18:26,7.18
TW02,23/08/2021 00:44,1.49,LW,23/08/2021 01:39,1.17
TW02,23/08/2021 06:23,7.68,HW,23/08/2021 06:19,7.48
TW02,23/08/2021 14:08,0.94,LW,23/08/2021 14:19,0.53
TW02,23/08/2021 19:09,7.4,HW,23/08/2021 19:09,7.27
TW02,24/08/2021 01:27,1.22,LW,24/08/2021 02:27,1.07
TW02,24/08/2021 07:03,7.72,HW,24/08/2021 07:00,7.63
TW02,24/08/2021 14:28,0.83,LW,24/08/2021 14:55,0.5
TW02,24/08/2021 19:48,7.31,HW,24/08/2021 19:44,7.22
TW02,25/08/2021 02:03,1.2,LW,25/08/2021 02:59,1.08
TW02,25/08/2021 07:39,7.8,HW,25/08/2021 07:38,7.63
TW02,25/08/2021 14:53,1.1,LW,25/08/2021 15:26,0.63
TW02,25/08/2021 20:24,7.43,HW,25/08/2021 20:17,7.06
TW02,26/08/2021 02:46,1.68,LW,26/08/2021 03:26,1.19
TW02,26/08/2021 08:00,7.87,HW,26/08/2021 08:12,7.49
TW02,26/08/2021 15:37,1.43,LW,26/08/2021 15:52,0.89
TW02,26/08/2021 20:53,7.08,HW,26/08/2021 20:47,6.81
TW02,27/08/2021 03:10,1.63,LW,27/08/2021 03:51,1.37
TW02,27/08/2021 08:56,7.4,HW,27/08/2021 08:45,7.22
TW02,27/08/2021 15:52,1.49,LW,27/08/2021 16:15,1.22
TW02,27/08/2021 21:16,6.73,HW,27/08/2021 21:13,6.52
TW02,28/08/2021 03:32,1.79,LW,28/08/2021 04:14,1.61
TW02,28/08/2021 09:24,7.1,HW,28/08/2021 09:16,6.84
TW02,28/08/2021 16:14,1.69,LW,28/08/2021 16:36,1.57
TW02,28/08/2021 21:43,6.35,HW,28/08/2021 21:40,6.19
TW02,29/08/2021 03:59,2.14,LW,29/08/2021 04:39,1.9
TW02,29/08/2021 09:54,6.72,HW,29/08/2021 09:51,6.37
TW02,29/08/2021 16:56,2.26,LW,29/08/2021 17:02,1.94
TW02,29/08/2021 22:10,6.07,HW,29/08/2021 22:13,5.82
TW02,30/08/2021 04:38,2.53,LW,30/08/2021 05:09,2.23
TW02,30/08/2021 10:33,6.06,HW,30/08/2021 10:34,5.84
TW02,30/08/2021 17:17,2.56,LW,30/08/2021 17:34,2.33
TW02,30/08/2021 22:58,5.69,HW,30/08/2021 23:02,5.44
TW02,31/08/2021 05:32,2.93,LW,31/08/2021 05:51,2.57
TW02,31/08/2021 11:37,5.6,HW,31/08/2021 11:36,5.35
TW02,31/08/2021 18:09,3,LW,31/08/2021 18:23,2.66
TW02,01/09/2021 00:39,5.37,HW,01/09/2021 00:20,5.16
TW02,01/09/2021 06:57,3.14,LW,01/09/2021 06:49,2.79
TW02,01/09/2021 13:09,5.33,HW,01/09/2021 13:03,5.11
TW02,01/09/2021 19:24,3.06,LW,01/09/2021 19:26,2.8
TW02,02/09/2021 02:06,5.37,HW,02/09/2021 01:50,5.23
TW02,02/09/2021 08:48,2.94,LW,02/09/2021 08:14,2.74
TW02,02/09/2021 14:43,5.46,HW,02/09/2021 14:28,5.27
TW02,02/09/2021 20:56,2.88,LW,02/09/2021 21:09,2.67
TW02,03/09/2021 03:34,5.75,HW,03/09/2021 03:01,5.6
TW02,03/09/2021 10:03,2.54,LW,03/09/2021 10:10,2.37
TW02,03/09/2021 15:59,5.85,HW,03/09/2021 15:35,5.7
TW02,03/09/2021 22:10,2.57,LW,03/09/2021 22:35,2.32
TW02,04/09/2021 04:06,6.2,HW,04/09/2021 03:54,6.09
TW02,04/09/2021 11:08,2.11,LW,04/09/2021 11:20,1.87
TW02,04/09/2021 16:40,6.4,HW,04/09/2021 16:27,6.19
TW02,04/09/2021 23:22,2.22,LW,04/09/2021 23:36,1.95
TW02,05/09/2021 04:51,6.62,HW,05/09/2021 04:39,6.57
TW02,05/09/2021 11:58,1.66,LW,05/09/2021 12:15,1.42
TW02,05/09/2021 17:25,6.78,HW,05/09/2021 17:11,6.63
TW02,05/09/2021 23:59,1.79,LW,06/09/2021 00:28,1.63
TW02,06/09/2021 05:27,7.1,HW,06/09/2021 05:20,6.98
TW02,06/09/2021 12:37,1.25,LW,06/09/2021 13:08,1.04
TW02,06/09/2021 18:04,7.19,HW,06/09/2021 17:53,6.98
TW02,07/09/2021 00:37,1.51,LW,07/09/2021 01:17,1.38
TW02,07/09/2021 06:05,7.53,HW,07/09/2021 05:58,7.32
TW02,07/09/2021 13:27,1.09,LW,07/09/2021 13:57,0.76
TW02,07/09/2021 18:34,7.57,HW,07/09/2021 18:34,7.24
TW02,08/09/2021 01:13,1.38,LW,08/09/2021 02:03,1.18
TW02,08/09/2021 06:38,7.81,HW,08/09/2021 06:37,7.59
TW02,08/09/2021 13:29,0.85,LW,08/09/2021 14:37,0.58
TW02,08/09/2021 19:13,7.72,HW,08/09/2021 19:11,7.39
TW02,09/09/2021 01:52,1.25,LW,09/09/2021 02:40,1.04
TW02,09/09/2021 07:16,8.01,HW,09/09/2021 07:14,7.77
TW02,09/09/2021 14:56,0.8,LW,09/09/2021 15:08,0.51
TW02,09/09/2021 19:54,7.76,HW,09/09/2021 19:46,7.43
TW02,10/09/2021 02:27,1.14,LW,10/09/2021 03:09,0.98
TW02,10/09/2021 07:52,7.9,HW,10/09/2021 07:50,7.84
TW02,10/09/2021 15:29,0.81,LW,10/09/2021 15:36,0.59
TW02,10/09/2021 20:31,7.64,HW,10/09/2021 20:22,7.34
TW02,11/09/2021 03:05,1.27,LW,11/09/2021 03:38,1.03
TW02,11/09/2021 08:32,7.82,HW,11/09/2021 08:28,7.73
TW02,11/09/2021 16:01,1.01,LW,11/09/2021 16:05,0.82
TW02,11/09/2021 21:12,7.39,HW,11/09/2021 20:57,7.09
TW02,12/09/2021 03:36,1.42,LW,12/09/2021 04:08,1.22
TW02,12/09/2021 09:07,7.58,HW,12/09/2021 09:09,7.4
TW02,12/09/2021 16:48,1.57,LW,12/09/2021 16:34,1.2
TW02,12/09/2021 21:53,7.16,HW,12/09/2021 21:38,6.68
TW02,13/09/2021 04:16,1.76,LW,13/09/2021 04:41,1.55
TW02,13/09/2021 09:57,7.03,HW,13/09/2021 09:57,6.84
TW02,13/09/2021 17:09,1.76,LW,13/09/2021 17:10,1.7
TW02,13/09/2021 22:37,6.49,HW,13/09/2021 22:27,6.16
TW02,14/09/2021 05:03,2.12,LW,14/09/2021 05:24,1.98
TW02,14/09/2021 10:58,6.53,HW,14/09/2021 10:58,6.16
TW02,14/09/2021 17:38,2.43,LW,14/09/2021 18:00,2.24
TW02,14/09/2021 23:45,6.22,HW,14/09/2021 23:35,5.67
TW02,15/09/2021 05:58,2.61,LW,15/09/2021 06:26,2.36
TW02,15/09/2021 12:31,6.04,HW,15/09/2021 12:25,5.63
TW02,15/09/2021 18:59,2.7,LW,15/09/2021 19:13,2.59
TW02,16/09/2021 01:27,5.96,HW,16/09/2021 01:04,5.48
TW02,16/09/2021 07:41,2.63,LW,16/09/2021 08:07,2.4
TW02,16/09/2021 14:31,6.1,HW,16/09/2021 14:11,5.62
TW02,16/09/2021 20:43,2.65,LW,16/09/2021 21:00,2.52
TW02,17/09/2021 02:50,6.22,HW,17/09/2021 02:31,5.75
TW02,17/09/2021 10:05,2.14,LW,17/09/2021 09:56,1.98
TW02,17/09/2021 15:56,6.41,HW,17/09/2021 15:39,6.07
TW02,17/09/2021 22:13,2.35,LW,17/09/2021 22:24,2.17
TW02,18/09/2021 03:50,6.62,HW,18/09/2021 03:40,6.29
TW02,18/09/2021 10:42,1.74,LW,18/09/2021 11:10,1.44
TW02,18/09/2021 16:42,6.81,HW,18/09/2021 16:41,6.6
TW02,18/09/2021 23:04,2.01,LW,18/09/2021 23:28,1.76
TW02,19/09/2021 04:41,7.08,HW,19/09/2021 04:32,6.82
TW02,19/09/2021 12:07,1.36,LW,19/09/2021 12:10,0.99
TW02,19/09/2021 17:31,7.08,HW,19/09/2021 17:29,6.99
TW02,19/09/2021 23:55,1.73,LW,20/09/2021 00:23,1.42
TW02,20/09/2021 05:24,7.55,HW,20/09/2021 05:15,7.24
TW02,20/09/2021 12:49,1.09,LW,20/09/2021 13:04,0.7
TW02,20/09/2021 18:13,7.29,HW,20/09/2021 18:07,7.2
TW02,21/09/2021 00:33,1.48,LW,21/09/2021 01:14,1.19
TW02,21/09/2021 05:55,7.86,HW,21/09/2021 05:56,7.5
TW02,21/09/2021 13:34,1.01,LW,21/09/2021 13:52,0.59
TW02,21/09/2021 18:47,7.3,HW,21/09/2021 18:42,7.26
TW02,22/09/2021 01:12,1.28,LW,22/09/2021 02:00,1.07
TW02,22/09/2021 06:38,7.97,HW,22/09/2021 06:35,7.62
TW02,22/09/2021 14:04,1.04,LW,22/09/2021 14:32,0.62
TW02,22/09/2021 19:07,7.5,HW,22/09/2021 19:14,7.21
TW02,23/09/2021 01:57,1.28,LW,23/09/2021 02:36,1.06
TW02,23/09/2021 07:16,7.76,HW,23/09/2021 07:10,7.6
TW02,23/09/2021 14:07,1.51,LW,23/09/2021 14:59,0.78
TW02,23/09/2021 19:19,7.78,HW,23/09/2021 19:41,7.1
TW02,24/09/2021 02:53,1.37,LW,24/09/2021 03:03,1.15
TW02,24/09/2021 07:54,7.46,HW,24/09/2021 07:42,7.45
TW02,24/09/2021 14:30,1.4,LW,24/09/2021 15:22,1.02
TW02,24/09/2021 20:05,7.56,HW,24/09/2021 20:07,6.93
TW02,25/09/2021 03:01,1.75,LW,25/09/2021 03:25,1.31
TW02,25/09/2021 08:13,7.46,HW,25/09/2021 08:12,7.19
TW02,25/09/2021 15:15,1.58,LW,25/09/2021 15:42,1.3
TW02,25/09/2021 20:38,6.91,HW,25/09/2021 20:29,6.73
TW02,26/09/2021 03:20,1.83,LW,26/09/2021 03:46,1.52
TW02,26/09/2021 08:35,7.14,HW,26/09/2021 08:42,6.83
TW02,26/09/2021 15:47,1.85,LW,26/09/2021 16:01,1.61
TW02,26/09/2021 21:05,6.58,HW,26/09/2021 20:53,6.45
TW02,27/09/2021 03:41,2.03,LW,27/09/2021 04:08,1.79
TW02,27/09/2021 09:10,6.41,HW,27/09/2021 09:12,6.38
TW02,27/09/2021 15:48,2.13,LW,27/09/2021 16:22,1.96
TW02,27/09/2021 21:08,6.17,HW,27/09/2021 21:24,6.08
TW02,28/09/2021 04:24,2.45,LW,28/09/2021 04:35,2.12
TW02,28/09/2021 09:42,5.95,HW,28/09/2021 09:49,5.84
TW02,28/09/2021 16:12,2.47,LW,28/09/2021 16:52,2.36
TW02,28/09/2021 22:26,5.7,HW,28/09/2021 22:03,5.61
TW02,29/09/2021 04:49,2.87,LW,29/09/2021 05:15,2.5
TW02,29/09/2021 11:01,5.67,HW,29/09/2021 10:44,5.29
TW02,29/09/2021 16:53,3.27,LW,29/09/2021 17:38,2.77
TW02,29/09/2021 23:18,5.47,HW,29/09/2021 23:07,5.16
TW02,30/09/2021 06:00,3.02,LW,30/09/2021 06:14,2.78
TW02,30/09/2021 12:45,4.61,HW,30/09/2021 12:23,4.96
TW02,30/09/2021 17:58,2.82,LW,30/09/2021 18:44,3.01
TW02,01/10/2021 01:46,5.43,HW,01/10/2021 01:05,5.05
TW02,01/10/2021 08:08,3.11,LW,01/10/2021 07:28,2.76
TW02,01/10/2021 14:35,5.65,HW,01/10/2021 13:59,5.15
TW02,01/10/2021 20:34,3.18,LW,01/10/2021 20:19,2.9
TW02,02/10/2021 02:37,5.79,HW,02/10/2021 02:25,5.43
TW02,02/10/2021 09:46,2.59,LW,02/10/2021 09:25,2.39
TW02,02/10/2021 15:13,5.9,HW,02/10/2021 15:08,5.66
TW02,02/10/2021 21:37,2.72,LW,02/10/2021 21:58,2.5
TW02,03/10/2021 03:53,6.19,HW,03/10/2021 03:21,5.99
TW02,03/10/2021 10:50,2.17,LW,03/10/2021 10:43,1.84
TW02,03/10/2021 16:54,6.15,HW,03/10/2021 16:00,6.25
TW02,03/10/2021 22:27,2.25,LW,03/10/2021 23:01,2.05
TW02,04/10/2021 04:26,6.9,HW,04/10/2021 04:07,6.56
TW02,04/10/2021 11:10,1.75,LW,04/10/2021 11:40,1.33
TW02,04/10/2021 17:05,6.87,HW,04/10/2021 16:44,6.76
TW02,04/10/2021 23:08,1.77,LW,04/10/2021 23:54,1.64
TW02,05/10/2021 04:59,7.18,HW,05/10/2021 04:47,7.07
TW02,05/10/2021 12:07,1.28,LW,05/10/2021 12:32,0.92
TW02,05/10/2021 17:29,7.35,HW,05/10/2021 17:26,7.17
TW02,05/10/2021 23:55,1.56,LW,06/10/2021 00:42,1.31
TW02,06/10/2021 05:32,7.77,HW,06/10/2021 05:27,7.49
